seed,device,data/name,data/batch_size,model/dim,optim/lr,method/name,method/fairret,method/statistic,method/fairness_strength,training/max_epochs,data/main_sens_format,val/hard/binary/eq_opp,test/hard/binary/f1_score_eq,val/soft/intersectional/pred_par,val/auroc,training/loss,test/hard/parallel/eq_opp,val/soft/binary/dem_par,test/hard/binary/dem_par,val/soft/intersectional/acc_eq,test/hard/intersectional/acc_eq,test/soft/intersectional/eq_opp,val/hard/parallel/forp,val/hard/binary/acc_eq,val/hard/binary/dem_par,test/hard/intersectional/dem_par,test/soft/binary/pred_par,test/hard/intersectional/pred_eq,test/hard/intersectional/f1_score_eq,test/accuracy,training_time,val/hard/parallel/pred_eq,val/soft/parallel/pred_eq,val/f1_score,test/f1_score,val/hard/binary/forp,test/soft/binary/forp,val/soft/binary/f1_score_eq,val/hard/intersectional/f1_score_eq,_runtime,test/soft/parallel/forp,test/soft/binary/dem_par,val/hard/parallel/pred_par,test/soft/parallel/acc_eq,test/soft/intersectional/forp,test/hard/parallel/f1_score_eq,test/soft/parallel/f1_score_eq,val/hard/intersectional/acc_eq,test/soft/intersectional/pred_eq,val/hard/parallel/eq_opp,test/hard/parallel/acc_eq,test/hard/binary/pred_eq,test/soft/parallel/dem_par,val/soft/parallel/eq_opp,test/soft/parallel/pred_eq,val/hard/intersectional/pred_par,training/val_loss,test/hard/parallel/forp,test/hard/binary/forp,val/hard/binary/f1_score_eq,test/hard/intersectional/eq_opp,test/soft/intersectional/acc_eq,test/auroc,val/hard/parallel/dem_par,val/soft/parallel/dem_par,test/hard/parallel/pred_eq,val/hard/intersectional/forp,val/hard/parallel/f1_score_eq,val/soft/intersectional/eq_opp,val/soft/intersectional/dem_par,val/soft/binary/forp,test/hard/parallel/dem_par,val/hard/binary/pred_par,test/hard/binary/pred_par,val/soft/intersectional/pred_eq,val/soft/binary/pred_eq,val/soft/intersectional/forp,test/soft/intersectional/pred_par,val/soft/intersectional/f1_score_eq,val/hard/parallel/acc_eq,val/soft/binary/eq_opp,test/soft/binary/acc_eq,test/soft/binary/eq_opp,test/hard/parallel/pred_par,test/hard/intersectional/forp,val/soft/parallel/acc_eq,test/soft/parallel/eq_opp,val/hard/binary/pred_eq,test/soft/binary/pred_eq,test/soft/binary/f1_score_eq,postprocess_time,val/soft/binary/acc_eq,val/soft/parallel/pred_par,test/soft/parallel/pred_par,val/hard/intersectional/pred_eq,test/soft/intersectional/dem_par,test/hard/intersectional/pred_par,test/soft/intersectional/f1_score_eq,val/soft/parallel/forp,val/soft/binary/pred_par,val/hard/intersectional/dem_par,val/soft/parallel/f1_score_eq,val/hard/intersectional/eq_opp,val/accuracy,preprocess_time,test/hard/binary/acc_eq,test/hard/binary/eq_opp,method/grid_size,model/dropout_strength,optim/weight_decay_str,method/adv_dim,method/label_given,method/reconstruction_strength
4,,ACSMobility,2048.0,"[512, 256, 64]",0.0001,prevalence_sampling,,pr,1.0,45.0,intersectional,0.0034098625183105,0.0011793375015258,0.2022358179092407,0.6177287697792053,0.5570784272466387,0.0128859877586364,0.0050704479217529,0.005877137184143,0.1183844804763794,0.2700600624084472,0.0691258907318115,0.1329551339149475,0.0030463337898254,0.0074803829193115,0.0496507883071899,0.0026984214782714,0.142895758152008,0.1726935505867004,0.7411344051361084,1033.4489689376203,0.0433953404426574,0.0530377626419067,0.8462821245193481,0.8486911058425903,0.0902917385101318,0.0063775777816772,0.0002175569534301,0.0997432470321655,1188.4998507499697,0.0849076509475708,0.0046820640563964,0.0700037479400634,0.0547853708267211,0.333579421043396,0.0427443981170654,0.0459188222885131,0.1802215576171875,0.1031032800674438,0.0123211741447448,0.0745258331298828,0.016416311264038,0.0306805968284606,0.0278603434562683,0.0439133048057556,0.1944074630737304,0.5608854451958014,0.1540566682815551,0.0880379676818847,0.0007650256156921,0.0379101634025573,0.1281554698944091,0.6190442442893982,0.0223593115806579,0.0365693569183349,0.0397146344184875,1.2472388744354248,0.0390381813049316,0.0544304847717285,0.0549873113632202,0.0064175128936767,0.0215004682540893,0.0038926601409912,0.003790259361267,0.0747974514961242,0.0120606422424316,0.2319469451904297,0.2487295866012573,0.094990849494934,0.0675609111785888,0.0026792287826538,0.0017613172531127,0.0021959543228149,0.0770195722579956,1.3426125049591064,0.0522812604904174,0.0235821604728698,0.019203782081604,0.0121147632598876,0.0002532601356506,0.0001598866656422,0.0011749267578125,0.0681456327438354,0.0747705698013305,0.1082596778869628,0.06525719165802,0.2745242714881897,0.117286205291748,0.0781126022338867,0.0022312998771667,0.0614321827888488,0.0441566705703735,0.0491807460784912,0.7374635338783264,4.2363722757436335,0.0034523606300354,0.0022895336151123,,,,,,
3,,ACSMobility,2048.0,"[512, 256, 64]",0.0001,prevalence_sampling,,pr,1.0,45.0,intersectional,0.0021517276763916,0.0005515813827514,0.2085001468658447,0.61954265832901,0.557559716975552,0.015338122844696,0.0037158727645874,0.00535249710083,0.1148377656936645,0.1385390758514404,0.0598164796829223,0.1611822247505188,0.0043314099311828,0.0064058303833007,0.0744532942771911,0.0011882185935974,0.1861926317214965,0.0767817497253418,0.7396366596221924,976.160323570948,0.0492783188819885,0.0594645142555236,0.848580002784729,0.8479373455047607,0.1368569135665893,0.0080032348632812,0.0008744597434997,0.1282929182052612,1154.441687822342,0.0788979530334472,0.0025199651718139,0.0736628770828247,0.0499396324157714,0.2091330885887146,0.0389552116394043,0.0424785614013671,0.2419931888580322,0.1436960101127624,0.0168315172195434,0.067573070526123,0.0156774520874023,0.0344572067260742,0.0253121256828308,0.0530099868774414,0.2331466674804687,0.5575510895982081,0.1809161901473999,0.1207635402679443,0.0015606880187988,0.0324025154113769,0.1196874380111694,0.6150837540626526,0.0272443294525146,0.036553680896759,0.0515679717063903,1.0,0.0407972335815429,0.0466132164001464,0.0466455817222595,0.0070729255676269,0.0261222124099731,0.0043463706970214,0.0022979378700256,0.1118706464767456,0.0116896629333496,0.2588051557540893,0.1481256484985351,0.0947418212890625,0.0710599422454834,0.0010346174240112,0.0021208524703979,5.936622619628906e-05,0.070897102355957,1.0,0.0478551387786865,0.0259749889373779,0.0188257694244384,0.0096296072006225,0.0005624294281005,0.000218051020056,0.0026014447212219,0.0700469017028808,0.0700703859329223,0.214501678943634,0.0536949038505554,0.1441035270690918,0.0890454053878784,0.0870305299758911,0.0027909278869628,0.0792478322982788,0.0416585206985473,0.0500658750534057,0.7407448291778564,4.238978867884725,0.002352237701416,0.0017706155776977,,,,,,
2,,ACSMobility,2048.0,"[512, 256, 64]",0.0001,prevalence_sampling,,pr,1.0,45.0,intersectional,0.0025486946105957,0.0001152753829956,0.2414841651916504,0.6175394058227539,0.5572173513215164,0.0141823887825012,0.0023921728134155,0.0052177906036376,0.1530473232269287,0.1352405548095703,0.0746862888336181,0.2018553614616394,0.0029255747795104,0.0057895183563232,0.0599186420440673,0.0002838373184204,0.2025762796401977,0.0777477622032165,0.7404419183731079,992.6513859103434,0.0428094267845153,0.0556975007057189,0.8477556705474854,0.8485842347145081,0.0653189420700073,0.0105413198471069,0.001024305820465,0.1549240946769714,1181.3983464241028,0.0791398286819458,0.0020686388015747,0.0726197957992553,0.0490583181381225,0.2029403448104858,0.0389211177825927,0.0412791967391967,0.2381479144096374,0.0968329310417175,0.0122315883636474,0.0680823326110839,0.016106367111206,0.0376714468002319,0.0305816531181335,0.0542664527893066,0.2484281659126281,0.5599927452145791,0.1536533832550048,0.1536533832550048,0.0009152293205261,0.0367057919502258,0.1106823682785034,0.6178744435310364,0.0217306017875671,0.0388246774673461,0.0427674651145935,1.4609460830688477,0.0412533283233642,0.0410744547843933,0.0454984903335571,0.0055698156356811,0.0233067274093627,0.0035042166709899,0.0008662939071655,0.126564621925354,0.0085254907608032,0.2736201882362366,0.149792194366455,0.1328685283660888,0.0723146200180053,0.0003151893615722,0.0017229318618774,0.0005697607994079,0.0707631111145019,1.2887656688690186,0.0502357482910156,0.0291281938552856,0.0151623487472534,0.009519338607788,0.0001428723335266,0.0001102532260119,0.0024249553680419,0.0696481466293335,0.0675615072250366,0.1223893761634826,0.0615673065185546,0.1453917026519775,0.0851439237594604,0.0768707990646362,0.0023544430732727,0.046717345714569,0.0419288873672485,0.0226416587829589,0.7392752766609192,7.188118944875896,0.0012556314468383,0.0014183521270751,,,,,,
1,,ACSMobility,2048.0,"[512, 256, 64]",0.0001,prevalence_sampling,,pr,1.0,45.0,intersectional,0.0025913715362548,0.0005815029144287,0.1596286296844482,0.6212373971939087,0.5572831986964434,0.0113496780395507,0.0030971765518188,0.0053828954696655,0.0907588005065918,0.1209998130798339,0.052334189414978,0.2907612323760986,0.005463421344757,0.0060073137283325,0.0948072671890258,0.0014908909797668,0.2256284356117248,0.0668610334396362,0.7405787706375122,1030.9129105838947,0.0381532311439514,0.0520474910736084,0.8475417494773865,0.848529577255249,0.0774937868118286,0.007535696029663,0.0021426081657409,0.0891226530075073,1197.4355726242063,0.0776494741439819,0.0031529664993286,0.0832738876342773,0.0449106693267822,0.2477584481239318,0.0374393463134765,0.0383082628250122,0.1597682237625122,0.1137136220932006,0.0111625790596008,0.0649909973144531,0.0152311325073242,0.0359267592430114,0.0298534631729126,0.0482131838798522,0.1533923149108886,0.5585730684046842,0.0986030101776123,0.0986030101776123,0.0023699402809143,0.0372106432914733,0.098512053489685,0.6157355308532715,0.0199036002159118,0.0376148223876953,0.0316913723945617,1.3424925804138184,0.0453784465789794,0.0479049682617187,0.0466891527175903,0.0038291215896606,0.0167518258094787,0.0060767531394958,0.0025079250335693,0.0777032375335693,0.0103644132614135,0.1816760301589965,0.1209984421730041,0.0740200281143188,0.079351782798767,0.0007586479187011,0.0018216371536254,0.0007784366607666,0.0665477514266967,1.3670086860656738,0.056768774986267,0.0291051864624023,0.0160915851593017,0.0100665092468261,0.0003589987754821,0.0001169829629361,0.003883421421051,0.0814357995986938,0.0638049840927124,0.0913429260253906,0.0535509586334228,0.1105395555496215,0.076350450515747,0.0925582647323608,0.0050152540206909,0.0508805513381958,0.047277808189392,0.041940152645111,0.7390639185905457,4.171841678675264,0.0023516416549682,0.001981496810913,,,,,,
0,,ACSMobility,2048.0,"[512, 256, 64]",0.0001,prevalence_sampling,,pr,1.0,45.0,intersectional,0.0024725198745727,0.0014024376869201,0.2004836797714233,0.61675626039505,0.5564255029814584,0.0167083144187927,0.0028517246246337,0.0053646564483642,0.1287806630134582,0.23185396194458,0.0462120771408081,0.2260409593582153,0.0016483664512634,0.0066643953323364,0.0498426556587219,0.0027472376823425,0.1192576885223388,0.1245795488357544,0.7368505597114563,958.7221674951724,0.0489000082015991,0.0499259233474731,0.8483370542526245,0.8461943864822388,0.129851222038269,0.0054541826248168,0.0005097389221191,0.120595097541809,1129.958524942398,0.0946358442306518,0.0024560689926147,0.0769109725952148,0.0542325973510742,0.320613145828247,0.0438894033432006,0.0458322763442993,0.1962063908576965,0.1554830074310302,0.0177550315856933,0.0758384466171264,0.0150066614151,0.033864676952362,0.0318884849548339,0.049716830253601,0.1996753811836242,0.5591407783177434,0.3004032373428345,0.1067879199981689,2.1457672119140625e-05,0.0360652804374694,0.1253362894058227,0.6176202297210693,0.0279399752616882,0.0387144684791564,0.040031611919403,1.5011236667633057,0.0424684286117553,0.0400877594947814,0.0444281697273254,0.0113354921340942,0.024276316165924,0.0018151402473449,0.0039478540420532,0.0692948102951049,0.0117225646972656,0.163636565208435,0.2102682590484619,0.1172655820846557,0.0741338729858398,0.0002632737159729,0.0027012228965759,0.0003119707107543,0.0791442394256591,1.298387050628662,0.0508943796157836,0.0257308483123779,0.0186449289321899,0.008786916732788,0.0012255311012268,9.312387555837633e-05,0.002435564994812,0.0738731622695922,0.0790072679519653,0.0974969863891601,0.0450095534324646,0.2251392602920532,0.1033577919006347,0.0902060270309448,0.0007547140121459,0.0505178570747375,0.0431922674179077,0.0449745059013366,0.7401610612869263,4.278072725050151,0.0037638545036315,0.0020066499710083,,,,,,
4,,ACSMobility,2048.0,"[512, 256, 64]",0.0001,prevalence_sampling,,pr,1.0,45.0,binary,0.0037832260131835,0.0011007189750671,0.2051464319229126,0.626849889755249,0.5539857628419227,0.0242050886154174,0.0048075914382934,0.0071573257446289,0.1338119506835937,0.2702423930168152,0.0611437559127807,0.0973849296569824,0.0024212002754211,0.007575511932373,0.0787891745567321,0.0022201538085937,0.1460424661636352,0.1725815534591674,0.7413195967674255,1301.8049271679483,0.0742154121398925,0.0652360916137695,0.8463104963302612,0.8485762476921082,0.0530575513839721,0.0049147605895996,0.0004495382308959,0.0997064113616943,1544.5961883068085,0.0891761779785156,0.004330039024353,0.069632887840271,0.0518543720245361,0.3180804848670959,0.04213547706604,0.0443344116210937,0.1794167757034301,0.1637704372406006,0.0297421813011169,0.0726242065429687,0.0191460847854614,0.0422910451889038,0.0386453866958618,0.0579046010971069,0.192803144454956,0.5583131386309254,0.2493588328361511,0.0788267850875854,0.0004417300224304,0.0454202890396118,0.1227981448173523,0.6269782781600952,0.0436819791793823,0.0478830933570861,0.0673401355743408,1.26250958442688,0.0392961502075195,0.0610731244087219,0.0765820741653442,0.0052814483642578,0.0374252796173095,0.0036162137985229,0.0042604207992553,0.1058260202407836,0.0107762813568115,0.2206110954284668,0.2497457861900329,0.1042561531066894,0.0676794052124023,0.0027774572372436,0.0011130571365356,0.002325415611267,0.0748287439346313,1.3253557682037354,0.0487492084503173,0.0341334342956543,0.0185518264770507,0.0103743076324462,5.424022674560547e-05,0.0001654727384448,0.0006830096244812,0.0665521621704101,0.0733070373535156,0.1362099051475525,0.0738037228584289,0.2752367854118347,0.1301453709602356,0.0828417539596557,0.0018726587295532,0.0756433606147766,0.0421515703201293,0.0475623607635498,0.737966775894165,0.8395700408145785,0.0035468339920043,0.0030915737152099,,,,,,
3,,ACSMobility,2048.0,"[512, 256, 64]",0.0001,prevalence_sampling,,pr,1.0,45.0,binary,0.0028563737869262,0.000644028186798,0.2068980932235717,0.6279767155647278,0.5541695726223481,0.0203415751457214,0.0031170845031738,0.0051946640014648,0.1337429285049438,0.1736329793930053,0.0808527469635009,0.2313827276229858,0.0032405257225036,0.0066365003585815,0.0822995901107788,0.0006693601608276,0.2123189568519592,0.0926427841186523,0.7399426698684692,1328.9415352563374,0.0743830204010009,0.0662794709205627,0.8485633134841919,0.8479171991348267,0.0751830339431762,0.0065834522247314,0.000458538532257,0.1151041984558105,1563.3858489990234,0.0851883888244628,0.0019387006759643,0.071778655052185,0.0466176271438598,0.2178353071212768,0.0397090911865234,0.0406547784805297,0.2145476341247558,0.1303234696388244,0.024462878704071,0.0686279535293579,0.015623927116394,0.0377079248428344,0.0309708714485168,0.0581965446472168,0.2298094034194946,0.5554749089844373,0.1278314590454101,0.1139322519302368,0.0009860396385192,0.0442836880683898,0.1240330934524536,0.6227973699569702,0.0398862957954406,0.042664349079132,0.0748558640480041,1.387681245803833,0.0392996072769165,0.0568771958351135,0.0794627666473388,0.0050557851791381,0.0362012386322021,0.0038745403289794,0.0023252367973327,0.1212121844291687,0.0090037584304809,0.2620846033096313,0.1483038663864135,0.1066114902496338,0.0677862167358398,0.0011533498764038,0.0015380382537841,1.3113021850585938e-06,0.0706750154495239,1.2799174785614014,0.0465553998947143,0.0283828377723693,0.0177124738693237,0.0075131654739379,0.0003342032432556,0.0003856546245515,0.0016862750053405,0.0688328742980957,0.0679161548614502,0.1805803179740905,0.07082200050354,0.1747496128082275,0.0928817987442016,0.0903620719909668,0.0020772218704223,0.0714935064315795,0.0410140752792358,0.0402403473854064,0.7410166263580322,0.846245011780411,0.0024977922439575,0.0015859603881835,,,,,,
2,,ACSMobility,2048.0,"[512, 256, 64]",0.0001,prevalence_sampling,,pr,1.0,45.0,binary,0.0038951635360717,0.0005385875701904,0.2351427674293518,0.6247532963752747,0.5539986647895931,0.022049605846405,0.0029433965682983,0.0065410137176513,0.1786113977432251,0.1531833410263061,0.0663987398147583,0.1602544784545898,0.002037227153778,0.0071306228637695,0.0739304423332214,0.0006606578826904,0.1347286105155944,0.0861287117004394,0.7414886951446533,1358.4024981749244,0.0614786744117736,0.061133325099945,0.8471302390098572,0.8487714529037476,0.0182076692581176,0.0092439651489257,0.000397503376007,0.1479415297508239,1595.078328371048,0.0837956666946411,0.0028599500656127,0.0725338459014892,0.0468119382858276,0.1996515989303589,0.0392491817474365,0.0401605367660522,0.2221869230270385,0.1098957061767578,0.0222672224044799,0.0680748224258422,0.0179040431976318,0.0424241423606872,0.034120500087738,0.0621715188026428,0.2405118346214294,0.5580400642083616,0.0941990613937378,0.0941990613937378,0.0003279447555541,0.05115807056427,0.1241201162338256,0.627636730670929,0.0342495441436767,0.0430131554603576,0.0665867328643798,1.3307223320007324,0.0416640043258667,0.0614342093467712,0.0778437852859497,0.0043792724609375,0.035843551158905,0.0034947395324707,0.00101238489151,0.1074212789535522,0.0080897808074951,0.2848460078239441,0.1450083255767822,0.1363170742988586,0.0726751089096069,0.0012186765670776,0.0005843043327331,0.000596284866333,0.0699826478958129,1.0,0.0475890636444091,0.0324116945266723,0.0165365934371948,0.0091638565063476,0.0006284713745117,0.00013531697914,0.0014799237251281,0.0678299665451049,0.0659124851226806,0.128149926662445,0.0800589919090271,0.1455665826797485,0.0922571420669555,0.0821677446365356,0.0020021796226501,0.0781301259994506,0.0405735969543457,0.0537860989570617,0.7388827204704285,0.8541920999996364,0.0006773471832275,0.0025899410247802,,,,,,
1,,ACSMobility,2048.0,"[512, 256, 64]",0.0001,prevalence_sampling,,pr,1.0,45.0,binary,0.0028809309005737,0.000302255153656,0.1565288305282592,0.6297386288642883,0.5541085603925371,0.0199697613716125,0.003050684928894,0.0059995651245117,0.1054699420928955,0.102907657623291,0.0731301307678222,0.1896377801895141,0.005233883857727,0.006277322769165,0.0755312442779541,0.0010973215103149,0.1737580299377441,0.0604683756828308,0.741239070892334,1440.3400223120116,0.0641926527023315,0.0605348348617553,0.8475063443183899,0.8487102389335632,0.0588215589523315,0.0061497688293457,0.0016015768051147,0.0891681909561157,1678.7491102218628,0.0790019035339355,0.0030868053436279,0.0831793546676635,0.0432661771774292,0.2368152737617492,0.0374373197555542,0.0377837419509887,0.1593576669692993,0.0962600708007812,0.022897183895111,0.0645443201065063,0.0158506631851196,0.0428303480148315,0.0360430479049682,0.0570443868637084,0.1523656845092773,0.5562912152737988,0.2053372859954834,0.0638093948364257,0.0022303462028503,0.0392931103706359,0.1218293905258178,0.6235963702201843,0.0357495546340942,0.0445608496665954,0.0571544766426086,1.337533712387085,0.0470706224441528,0.0615667700767517,0.0793682932853698,0.0019828081130981,0.0316481590270996,0.0060564279556274,0.0024946928024291,0.1102295517921447,0.0087819099426269,0.187065839767456,0.121925413608551,0.0860010981559753,0.0820671319961547,0.0012644529342651,0.0011630058288574,0.001106858253479,0.0656343698501586,1.3992700576782229,0.0515621900558471,0.035093069076538,0.0163666009902954,0.0088478326797485,7.033348083496094e-06,0.0002215849235653,0.0028977990150451,0.0794402360916137,0.0631723403930664,0.1404600739479065,0.0731321573257446,0.1093603372573852,0.0908290147781372,0.0984042882919311,0.0044662952423095,0.0770731568336486,0.0447338819503784,0.0459239482879638,0.7393256425857544,0.7375615821219981,0.0019183754920959,0.0026092529296875,,,,,,
0,,ACSMobility,2048.0,"[512, 256, 64]",0.0001,prevalence_sampling,,pr,1.0,45.0,binary,0.0024243593215942,0.0013096928596496,0.2004509568214416,0.6271544098854065,0.5532646050819984,0.0233097672462463,0.0034408569335937,0.005574345588684,0.1343522667884827,0.2305898666381836,0.0574946403503418,0.2570507526397705,0.0011762380599975,0.0062400102615356,0.0813300609588623,0.0020199418067932,0.1500610709190369,0.1243163347244262,0.737607479095459,1515.7079506907612,0.0739091038703918,0.0555779933929443,0.8481549620628357,0.8463924527168274,0.0960509777069091,0.0030931234359741,0.0004189014434814,0.1062193512916565,1751.341977596283,0.0963630676269531,0.0030319690704345,0.0751252174377441,0.0527238845825195,0.3113479614257812,0.0438640117645263,0.0450302362442016,0.1621163487434387,0.1434528827667236,0.0277757048606872,0.0758955478668212,0.0152827501296997,0.0364531874656677,0.0342286229133605,0.0565560460090637,0.1796934604644775,0.5563230611840073,0.2508370876312256,0.0824915170669555,0.0002171993255615,0.0494990944862365,0.1518800258636474,0.6257495880126953,0.0423340797424316,0.0421814322471618,0.0717068314552307,1.4470586776733398,0.0410914421081543,0.0581724047660827,0.0762823820114135,0.0092308521270751,0.0380927920341491,0.0014420747756958,0.0039482116699218,0.1071107983589172,0.0104306936264038,0.1626389026641845,0.2129786014556884,0.1278449296951294,0.071033239364624,0.0009593963623046,0.0010836720466613,0.0016167163848876,0.0800623893737793,1.3406753540039062,0.0483163595199584,0.026474118232727,0.0171370506286621,0.0072876214981079,0.0002092719078063,0.0001044715754687,0.0009683370590209,0.0722988843917846,0.0783377885818481,0.1745349168777465,0.0757732391357421,0.2233867645263672,0.1190488338470459,0.0947209596633911,0.000119924545288,0.0895795822143554,0.0419135093688964,0.046235978603363,0.7402616739273071,0.7298846668563783,0.003612458705902,0.0022152662277221,,,,,,
