seed,device,data/name,data/batch_size,model/dim,optim/lr,method/name,method/fairret,method/statistic,method/fairness_strength,training/max_epochs,data/main_sens_format,val/hard/binary/eq_opp,test/hard/binary/f1_score_eq,val/soft/intersectional/pred_par,val/auroc,training/loss,test/hard/parallel/eq_opp,val/soft/binary/dem_par,test/hard/binary/dem_par,val/soft/intersectional/acc_eq,test/hard/intersectional/acc_eq,test/soft/intersectional/eq_opp,val/hard/parallel/forp,val/hard/binary/acc_eq,val/hard/binary/dem_par,test/hard/intersectional/dem_par,test/soft/binary/pred_par,test/hard/intersectional/pred_eq,test/hard/intersectional/f1_score_eq,test/accuracy,training_time,val/hard/parallel/pred_eq,val/soft/parallel/pred_eq,val/f1_score,test/f1_score,val/hard/binary/forp,test/soft/binary/forp,val/soft/binary/f1_score_eq,val/hard/intersectional/f1_score_eq,_runtime,test/soft/parallel/forp,test/soft/binary/dem_par,val/hard/parallel/pred_par,test/soft/parallel/acc_eq,test/soft/intersectional/forp,test/hard/parallel/f1_score_eq,test/soft/parallel/f1_score_eq,val/hard/intersectional/acc_eq,test/soft/intersectional/pred_eq,val/hard/parallel/eq_opp,test/hard/parallel/acc_eq,test/hard/binary/pred_eq,test/soft/parallel/dem_par,val/soft/parallel/eq_opp,test/soft/parallel/pred_eq,val/hard/intersectional/pred_par,training/val_loss,test/hard/parallel/forp,test/hard/binary/forp,val/hard/binary/f1_score_eq,test/hard/intersectional/eq_opp,test/soft/intersectional/acc_eq,test/auroc,val/hard/parallel/dem_par,val/soft/parallel/dem_par,test/hard/parallel/pred_eq,val/hard/intersectional/forp,val/hard/parallel/f1_score_eq,val/soft/intersectional/eq_opp,val/soft/intersectional/dem_par,val/soft/binary/forp,test/hard/parallel/dem_par,val/hard/binary/pred_par,test/hard/binary/pred_par,val/soft/intersectional/pred_eq,val/soft/binary/pred_eq,val/soft/intersectional/forp,test/soft/intersectional/pred_par,val/soft/intersectional/f1_score_eq,val/hard/parallel/acc_eq,val/soft/binary/eq_opp,test/soft/binary/acc_eq,test/soft/binary/eq_opp,test/hard/parallel/pred_par,test/hard/intersectional/forp,val/soft/parallel/acc_eq,test/soft/parallel/eq_opp,val/hard/binary/pred_eq,test/soft/binary/pred_eq,test/soft/binary/f1_score_eq,postprocess_time,val/soft/binary/acc_eq,val/soft/parallel/pred_par,test/soft/parallel/pred_par,val/hard/intersectional/pred_eq,test/soft/intersectional/dem_par,test/hard/intersectional/pred_par,test/soft/intersectional/f1_score_eq,val/soft/parallel/forp,val/soft/binary/pred_par,val/hard/intersectional/dem_par,val/soft/parallel/f1_score_eq,val/hard/intersectional/eq_opp,val/accuracy,preprocess_time,test/hard/binary/acc_eq,test/hard/binary/eq_opp,method/grid_size,model/dropout_strength,optim/weight_decay_str,method/adv_dim,method/label_given,method/reconstruction_strength
4,,ACSEmployment,2048.0,"[512, 256, 64, 32]",0.0001,prevalence_sampling,,pr,1.0,40.0,intersectional,0.0718721151351928,0.0287827253341674,1.0,0.7708203792572021,0.5568406288119682,0.2073540687561035,0.0501495003700256,0.1117663979530334,0.4719569087028503,1.0,1.0,1.0841395854949951,0.0454785823822021,0.1126989126205444,1.0,0.0870602130889892,1.5287575721740725,1.0,0.70209139585495,5551.412840121891,0.6285088062286377,0.5436801910400391,0.7135189771652222,0.7141804695129395,0.2464759349822998,0.0628083348274231,0.02619469165802,1.0,5978.202495336533,0.621198296546936,0.0490593314170837,0.6498220562934875,0.1975332498550415,1.534144163131714,0.5302944183349609,0.5247077941894531,1.0,0.7964529991149902,0.2069622874259948,0.2836307287216186,0.2517763376235962,0.3213474750518799,0.0769150853157043,0.5448100566864014,1.0,0.5305029848818722,1.1097681522369385,0.2541836500167846,0.0295923948287963,1.0,0.3384729623794555,0.7716776132583618,0.3366352319717407,0.3236626386642456,0.6338731050491333,3.9609274864196777,0.5195035338401794,1.0,0.5313242673873901,0.0623661875724792,0.3353815674781799,0.118769884109497,0.1169875860214233,1.0,0.1237543225288391,1.8572204113006592,1.0,1.0,0.2759899497032165,0.029970645904541,0.016861081123352,0.0298391580581665,0.6600103378295898,4.017555236816406,0.1980917453765869,0.075160801410675,0.2554096579551697,0.1209349036216735,0.0257413387298584,9.467685595154762e-05,0.0174582004547119,0.6784803867340088,0.6877824664115906,1.5333209037780762,0.5200704336166382,1.0,1.0,0.6164243221282959,0.088429570198059,1.0,0.5143446922302246,1.0,0.7015568614006042,127.63109487481417,0.0445406436920166,0.0723011493682861,,,,,,
3,,ACSEmployment,2048.0,"[512, 256, 64, 32]",0.0001,prevalence_sampling,,pr,1.0,40.0,intersectional,0.0667916536331176,0.035354733467102,1.0,0.7734783291816711,0.5572079899765197,0.2362165451049804,0.0489551424980163,0.1097214221954345,0.4124358892440796,1.0,1.0,1.2228686809539795,0.0513967275619506,0.1090133190155029,1.0,0.0880731344223022,1.4204516410827637,1.0,0.703622579574585,5134.305902159307,0.6334750652313232,0.5507577657699585,0.7219657897949219,0.7213824987411499,0.2816653251647949,0.0606537461280822,0.0269175767898559,1.0,5572.667839288712,0.6177699565887451,0.0491607189178466,0.6527833342552185,0.1980447769165039,1.8534610271453853,0.5201600193977356,0.5156744718551636,1.0,1.0,0.2311267256736755,0.3056962490081787,0.2543429732322693,0.3228089213371277,0.0734897851943969,0.544036865234375,1.0,0.5288020900115665,1.2306735515594482,0.2754145264625549,0.034941554069519,1.0,1.0,0.7728307247161865,0.3357089161872864,0.3235942721366882,0.6274534463882446,4.493777751922607,0.5243403315544128,1.0,0.5361993312835693,0.0627859234809875,0.3341611623764038,0.1209510564804077,0.1210392713546752,1.0,0.1231292486190796,1.854970932006836,1.0,1.0,0.307065486907959,0.0290286540985107,0.0178154706954956,0.0286015272140502,0.6497546434402466,4.497361183166504,0.1978539228439331,0.0710946917533874,0.2536516189575195,0.1225425601005554,0.0267695188522338,0.0001927088014781,0.01743745803833,0.6820317506790161,0.6804371476173401,1.4313979148864746,1.0,1.0,1.0,0.6182619333267212,0.088910698890686,1.0,0.5177048444747925,1.0,0.7044866681098938,137.1597106140107,0.0523498058319091,0.0659111738204956,,,,,,
2,,ACSEmployment,2048.0,"[512, 256, 64, 32]",0.0001,prevalence_sampling,,pr,1.0,40.0,intersectional,0.0699357986450195,0.0290917158126831,1.0,0.7725531458854675,0.5570452760136316,0.2198331952095031,0.0478448867797851,0.1110868453979492,1.0,0.5254327058792114,1.0,1.1053884029388428,0.0456883907318115,0.1090782284736633,1.0,0.0865308046340942,1.538839340209961,1.0,0.7023942470550537,4387.302204451989,0.6311520338058472,0.5456992387771606,0.7141022086143494,0.7143363356590271,0.2440138459205627,0.0589760541915893,0.0265034437179565,1.0,4839.749075651169,0.6186790466308594,0.0497134923934936,0.6553443670272827,0.1976740360260009,1.8468260765075684,0.5245233774185181,0.5163272619247437,1.0,1.0,0.2123042941093444,0.284205675125122,0.25189208984375,0.3226076960563659,0.0755666494369506,0.5467573404312134,1.0,0.5301009268157567,1.111696481704712,0.23961341381073,0.0308893918991088,1.0,0.3307787179946899,0.7724241018295288,0.3347803950309753,0.3220208287239074,0.6342885494232178,3.980456829071045,0.5252264738082886,1.0,1.0,0.064858078956604,0.3355836868286133,0.1188386678695678,0.1160461902618408,1.0,0.1203817725181579,1.5394964218139648,1.0,1.0,0.2802284955978393,0.0293307304382324,0.0174075365066528,0.0289181470870971,0.6547008752822876,3.9810423851013184,0.1976665258407592,0.0766671299934387,0.2516890168190002,0.1226013302803039,0.0257110595703125,0.0003584339283406,0.0163094997406005,0.6842074394226074,0.6815215945243835,1.5350017547607422,0.5296300649642944,1.0,1.0,0.6168836355209351,0.088477611541748,1.0,0.5199804902076721,1.0,0.7020860314369202,147.90386660583317,0.0449577569961547,0.0701762437820434,,,,,,
1,,ACSEmployment,2048.0,"[512, 256, 64, 32]",0.0001,prevalence_sampling,,pr,1.0,40.0,intersectional,0.0692251920700073,0.0311737060546875,1.0,0.772382378578186,0.5571298535854098,0.2113269567489624,0.0474473237991333,0.1091982126235962,0.339258074760437,1.0,1.0,1.1671359539031982,0.0478866100311279,0.1101643443107605,1.0,0.0869195461273193,1.472185134887695,1.0,0.7025966644287109,4848.696562524885,0.6273605823516846,0.5440337657928467,0.7175853252410889,0.7178609371185303,0.2639956474304199,0.0615565776824951,0.0270285606384277,1.0,5215.194958925247,0.6154804229736328,0.0467928647994995,0.6560086011886597,0.198498249053955,1.58961820602417,0.5223001837730408,0.5210322141647339,1.0,1.132288932800293,0.2217119336128235,0.2890106439590454,0.2491593360900879,0.3231086730957031,0.0748430490493774,0.5457744598388672,1.0,0.5306634907665931,1.1775619983673096,0.2652103304862976,0.0317009687423706,1.0,0.4291369318962097,0.7732428312301636,0.3335909247398376,0.3226730823516845,0.6283929347991943,4.209062576293945,0.5263326168060303,1.0,0.5326567888259888,0.0606368780136108,0.3331620693206787,0.1185214519500732,0.1173813343048095,1.0,0.1199759840965271,1.8315184116363523,1.0,1.0,0.2862404584884643,0.027416706085205,0.0163549184799194,0.0277214050292968,0.6529102921485901,4.202579021453857,0.1980923414230346,0.0709006190299987,0.2513738870620727,0.1182616353034973,0.0264633893966674,9.812135249376296e-05,0.0169795751571655,0.6888535618782043,0.686118483543396,1.4692020416259766,0.5349340438842773,1.0,1.0,0.6111705303192139,0.0879453420639038,1.0,0.5241658687591553,1.0,0.7023370862007141,106.722133745905,0.047107458114624,0.0693745613098144,,,,,,
0,,ACSEmployment,2048.0,"[512, 256, 64, 32]",0.0001,prevalence_sampling,,pr,1.0,40.0,intersectional,0.0703619718551635,0.0294138193130493,1.0,0.7719359397888184,0.5568863868713378,0.198517620563507,0.0500946640968322,0.1110784411430358,1.0,0.643515408039093,1.0,1.1075339317321775,0.0455187559127807,0.1117841005325317,1.0,0.0875947475433349,1.53145170211792,1.0,0.7012925744056702,4984.253105768003,0.6298811435699463,0.5466604232788086,0.7132499814033508,0.7133822441101074,0.2361813187599182,0.0611487030982971,0.0251715183258056,1.0,5363.418913841248,0.6178442239761353,0.0497927069664001,0.6497102975845337,0.1978135108947754,1.8438024520874023,0.5296510457992554,0.5245938897132874,1.0,1.0,0.2017011046409607,0.2801657915115356,0.251999020576477,0.322977602481842,0.078834056854248,0.5474152565002441,1.0,0.5304051790783999,1.1122558116912842,0.2408787012100219,0.0293519496917724,1.0,0.3586000204086303,0.7713503837585449,0.3332617878913879,0.3209187388420105,0.6348944902420044,3.931417942047119,0.5180699825286865,1.0,1.0,0.0596559047698974,0.3351165652275085,0.1167854070663452,0.1171793937683105,1.0,0.1227446794509887,1.8422582149505613,1.0,1.0,0.2816829681396484,0.0296504497528076,0.0170271396636962,0.0295532941818237,0.6596716642379761,3.9460530281066895,0.1971089839935302,0.0773947834968566,0.2528428435325622,0.1230454444885254,0.0258262157440185,0.0001067039556801,0.017041802406311,0.6774358749389648,0.6886183619499207,1.527909278869629,0.5833454132080078,1.0,1.0,0.6158326864242554,0.0862631797790527,1.0,0.5111539959907532,1.0,0.700954258441925,110.62240127986296,0.045114517211914,0.070712924003601,,,,,,
4,,ACSEmployment,2048.0,"[512, 256, 64, 32]",0.0001,prevalence_sampling,,pr,1.0,40.0,binary,0.0526573657989501,0.0404584407806396,1.0,0.795847475528717,0.5038763077783335,0.6968976855278015,0.0516203045845031,0.0961679816246032,0.9295952320098876,0.5703809857368469,1.0,1.1671476364135742,0.0533874034881591,0.0970719456672668,1.0,0.0891680717468261,1.5635583400726318,1.0,0.7212563753128052,5459.322880446911,0.6821264028549194,0.6228433847427368,0.7358770966529846,0.7359387874603271,0.24371337890625,0.0672213435173034,0.0286252498626709,1.0,5733.897776842117,0.6765183210372925,0.0505909919738769,0.6899244785308838,0.1765418052673339,1.733734369277954,0.6853804588317871,0.5530470609664917,1.0,1.0797080993652344,0.7069747447967529,0.2347961664199829,0.2538063526153564,0.3406169414520263,0.4237025380134582,0.6254639625549316,1.0,0.5084109412351616,1.1767795085906982,0.2456316351890564,0.0406622886657714,1.0,0.4694339036941528,0.796713650226593,0.6110142469406128,0.3426782488822937,0.6849778890609741,5.001770496368408,0.6975098252296448,1.0,0.9000152349472046,0.066394031047821,0.6117486357688904,0.1203106641769409,0.1192916631698608,1.1191017627716064,0.1437848210334777,2.12630844116211,1.0,1.0,0.2229606509208679,0.0293697118759155,0.0211100578308105,0.0294952392578125,0.6760810613632202,5.052136898040772,0.1769307851791381,0.419331431388855,0.2565566897392273,0.1404191851615905,0.0279407501220703,9.86768864095211e-05,0.0218909978866577,0.6474499702453613,0.6588913202285767,1.567453145980835,0.9033954739570618,1.0,1.0,0.670634388923645,0.090738296508789,1.0,0.5584741830825806,1.0,0.7211772799491882,2.42045073909685,0.0530709028244018,0.0523831844329834,,,,,,
3,,ACSEmployment,2048.0,"[512, 256, 64, 32]",0.0001,prevalence_sampling,,pr,1.0,40.0,binary,0.0516568422317504,0.0411604642868042,1.0,0.7974652051925659,0.5041178245194919,0.7025132179260254,0.0502980351448059,0.0971413254737854,0.7862692475318909,1.0,1.0,1.171111822128296,0.0533844232559204,0.0953031182289123,1.0,0.0902541875839233,1.5666930675506592,1.0,0.7210632562637329,5513.443636084907,0.6942397356033325,0.6333192586898804,0.7363441586494446,0.7357345223426819,0.2388153076171875,0.0652154684066772,0.0286934375762939,1.0,5804.53946018219,0.6722774505615234,0.0513692498207092,0.6743902564048767,0.1774252653121948,2.1212317943573,0.6919757127761841,0.5567710399627686,1.0,1.0952916145324707,0.6960170269012451,0.2265487313270568,0.2572978138923645,0.3422226905822754,0.4141539931297302,0.6252038478851318,1.0,0.5065690904502341,1.167902946472168,0.2383949160575866,0.0412077903747558,1.0,1.0,0.7963720560073853,0.613551139831543,0.343108057975769,0.6847375631332397,4.9950852394104,0.6840888261795044,1.0,0.8251041173934937,0.0675439238548278,0.613402247428894,0.1202884912490844,0.1205358505249023,1.0888557434082031,0.14251708984375,2.1238768100738525,1.0,1.0,0.2310592532157898,0.02897310256958,0.0218701362609863,0.0289435386657714,0.6834869384765625,5.00169563293457,0.1772652864456176,0.4197971820831299,0.2555837035179138,0.1432711482048034,0.028590440750122,9.479094296693802e-05,0.0212993621826171,0.6514738202095032,0.6489412188529968,1.5797173976898191,1.0,1.0,1.0,0.6728212833404541,0.0905086994171142,1.0,0.5508567690849304,1.0,0.7219575047492981,2.732646719086916,0.0540258884429931,0.051977515220642,,,,,,
2,,ACSEmployment,2048.0,"[512, 256, 64, 32]",0.0001,prevalence_sampling,,pr,1.0,40.0,binary,0.0529217720031738,0.0406477451324462,1.0,0.7971441745758057,0.5043232201342812,0.7061283588409424,0.0484070181846618,0.0979195833206176,1.0,1.0,1.0,1.1479613780975342,0.0527436733245849,0.0957259535789489,1.0,0.0886017084121704,1.5920157432556152,1.0,0.7216349244117737,5881.466276849154,0.6870911121368408,0.6256413459777832,0.7352098822593689,0.7354544401168823,0.2415630221366882,0.062732458114624,0.028720736503601,1.0,6191.242407083511,0.6750737428665161,0.0508931875228881,0.6778266429901123,0.1766562461853027,2.1155850887298584,0.6945028305053711,0.5537106990814209,1.0,1.08282208442688,0.6955888271331787,0.2321527600288391,0.2592818140983581,0.3422274589538574,0.4084818363189697,0.626419186592102,1.0,0.5072647928013632,1.1642990112304688,0.2269948124885559,0.040739893913269,1.0,0.6226915121078491,0.7972959876060486,0.6075621247291565,0.3413225412368774,0.6931394338607788,4.921393871307373,0.6857492923736572,1.0,1.0,0.0691546201705932,0.6135026812553406,0.1206685304641723,0.1198668479919433,1.136833667755127,0.1380857229232788,1.7462403774261477,1.0,1.0,0.2306042909622192,0.0285475254058837,0.0217548608779907,0.0282204151153564,0.6850069761276245,4.912665843963623,0.1767321825027465,0.4162589907646179,0.2555705308914184,0.1415910124778747,0.0281358957290649,0.0004098191857337,0.020583152770996,0.6551955938339233,0.6505086421966553,1.58388352394104,0.6860195398330688,1.0,1.0,0.6732770204544067,0.089922547340393,1.0,0.5485589504241943,1.0,0.721179187297821,3.15518862567842,0.0535978078842163,0.051671028137207,,,,,,
1,,ACSEmployment,2048.0,"[512, 256, 64, 32]",0.0001,prevalence_sampling,,pr,1.0,40.0,binary,0.0491735935211181,0.041577935218811,1.0,0.7963274121284485,0.5044879913018012,0.6818501353263855,0.0492385029792785,0.0929285287857055,0.3178336024284363,0.6536556482315063,1.0,1.1939871311187744,0.0540577173233032,0.0923693180084228,1.0,0.0896199941635131,1.5390868186950684,1.0,0.7218249440193176,5749.9407627480105,0.6821353435516357,0.6186568737030029,0.7376840710639954,0.7379968166351318,0.2421267032623291,0.064907431602478,0.0292315483093261,1.0,6058.314411878586,0.6719624996185303,0.0489675998687744,0.6745424270629883,0.1782690286636352,1.8458261489868164,0.6758266687393188,0.5493074655532837,0.5693063735961914,1.2274298667907717,0.6892796754837036,0.2377388477325439,0.249604046344757,0.3410276174545288,0.4018697142601013,0.6211056709289551,1.0,0.5077803143163915,1.2175357341766355,0.2440627217292785,0.0417234897613525,1.0,0.5482943654060364,0.797419011592865,0.6052893400192261,0.3402163982391357,0.6856899261474609,5.193654537200928,0.6810269355773926,1.0,0.6902372241020203,0.0643070936203002,0.6022472977638245,0.1182700395584106,0.1184644699096679,1.0567708015441897,0.1395061016082763,2.0925216674804688,1.0,1.0,0.2308611273765564,0.0273020267486572,0.0212724208831787,0.027511715888977,0.671148419380188,5.178946495056152,0.1776375770568847,0.3993090987205505,0.2481457591056823,0.1389135718345642,0.028948426246643,0.0001321183517575,0.0215508937835693,0.6600706577301025,0.6583306789398193,1.5331034660339355,0.755307674407959,1.0,1.0,0.6658835411071777,0.0901124477386474,1.0,0.5490165948867798,1.0,0.7214322090148926,2.871598653960973,0.0539698600769043,0.0497608184814453,,,,,,
0,,ACSEmployment,2048.0,"[512, 256, 64, 32]",0.0001,prevalence_sampling,,pr,1.0,40.0,binary,0.0503276586532592,0.0405384302139282,1.0,0.7974927425384521,0.5042396277751563,0.6871545910835266,0.0504054427146911,0.0935210585594177,1.0,1.0,1.0,1.2038302421569824,0.0535097122192382,0.0948182940483093,1.0,0.0886563062667846,1.547621726989746,1.0,0.7214248180389404,5694.844950347208,0.6857527494430542,0.6248070001602173,0.7379392981529236,0.737089216709137,0.2404878139495849,0.0654988288879394,0.0276250839233398,1.0,6002.283821105957,0.6789350509643555,0.0497079491615295,0.6737497448921204,0.1769393682479858,2.11883807182312,0.677248477935791,0.5458476543426514,1.0,1.0395410060882568,0.6882096529006958,0.2329966425895691,0.248762845993042,0.341362714767456,0.4059138298034668,0.6259950399398804,1.0,0.5069094760851427,1.1973397731781006,0.2421703934669494,0.0406146049499511,1.0,0.6637526750564575,0.7967067956924438,0.6064192056655884,0.3391967415809631,0.6891127824783325,5.138047218322754,0.6801246404647827,1.0,1.0,0.0639103651046752,0.6046216487884521,0.1175458431243896,0.1174460649490356,1.2105367183685305,0.1395530104637146,2.1186716556549072,1.0,1.0,0.2328683733940124,0.0286318063735961,0.0212562084197998,0.0284302234649658,0.6693617105484009,5.110840797424316,0.1766541004180908,0.4045500755310058,0.251689076423645,0.1390665769577026,0.028192400932312,0.0001435438171029,0.021357774734497,0.648219883441925,0.657805323600769,1.5505778789520264,0.8873937726020813,1.0,1.0,0.677115797996521,0.0876690149307251,1.0,0.55042964220047,1.0,0.7221506834030151,2.966430937405676,0.0529637336730957,0.050460934638977,,,,,,
